,phonemes,overlap / correlation
784,"['f', 't']",0.71
785,"['f', 'd']",0.64
786,"['f', 'θ']",0.79
787,"['f', 'ð']",0.71
788,"['f', 'n']",0.57
789,"['f', 's']",0.86
790,"['f', 'z']",0.79
791,"['f', 'c']",0.79
792,"['f', 'č']",0.64
793,"['f', 'ǰ']",0.57
794,"['f', 'š']",0.71
795,"['f', 'ž']",0.64
796,"['f', 'k']",0.5
797,"['f', 'g']",0.43
798,"['f', 'x']",0.57
799,"['f', 'ŋ']",0.43
800,"['f', 'h']",0.64
801,"['f', 'kʷ']",0.5
802,"['f', 'gʷ']",0.43
803,"['f', 'xʷ']",0.57
804,"['v', 'm']",0.71
805,"['v', 't']",0.64
806,"['v', 'd']",0.71
807,"['v', 'θ']",0.71
808,"['v', 'ð']",0.79
809,"['v', 'n']",0.64
810,"['v', 's']",0.79
811,"['v', 'z']",0.86
812,"['v', 'c']",0.71
813,"['v', 'č']",0.57
814,"['v', 'ǰ']",0.64
815,"['v', 'š']",0.64
816,"['v', 'ž']",0.71
817,"['v', 'k']",0.43
818,"['v', 'g']",0.5
819,"['v', 'x']",0.5
820,"['v', 'ŋ']",0.5
821,"['v', 'h']",0.57
822,"['v', 'kʷ']",0.43
823,"['v', 'gʷ']",0.5
824,"['v', 'xʷ']",0.5
825,"['m', 't']",0.71
826,"['m', 'd']",0.79
827,"['m', 'θ']",0.64
828,"['m', 'ð']",0.71
829,"['m', 'n']",0.86
830,"['m', 's']",0.57
831,"['m', 'z']",0.64
832,"['m', 'c']",0.64
833,"['m', 'č']",0.5
834,"['m', 'ǰ']",0.57
835,"['m', 'š']",0.43
836,"['m', 'ž']",0.5
837,"['m', 'k']",0.5
838,"['m', 'g']",0.57
839,"['m', 'x']",0.43
840,"['m', 'ŋ']",0.71
841,"['m', 'h']",0.5
842,"['m', 'kʷ']",0.5
843,"['m', 'gʷ']",0.57
844,"['m', 'xʷ']",0.43
845,"['t', 'd']",0.86
846,"['t', 'θ']",0.86
847,"['t', 'ð']",0.79
848,"['t', 'n']",0.79
849,"['t', 's']",0.79
850,"['t', 'z']",0.71
851,"['t', 'c']",0.86
852,"['t', 'č']",0.71
853,"['t', 'ǰ']",0.64
854,"['t', 'š']",0.64
855,"['t', 'ž']",0.57
856,"['t', 'k']",0.57
857,"['t', 'g']",0.5
858,"['t', 'x']",0.5
859,"['t', 'ŋ']",0.5
860,"['t', 'h']",0.57
861,"['t', 'kʷ']",0.57
862,"['t', 'gʷ']",0.5
863,"['t', 'xʷ']",0.5
864,"['d', 'θ']",0.79
865,"['d', 'ð']",0.86
866,"['d', 'n']",0.86
867,"['d', 's']",0.71
868,"['d', 'z']",0.79
869,"['d', 'c']",0.79
870,"['d', 'č']",0.64
871,"['d', 'ǰ']",0.71
872,"['d', 'š']",0.57
873,"['d', 'ž']",0.64
874,"['d', 'k']",0.5
875,"['d', 'g']",0.57
876,"['d', 'x']",0.43
877,"['d', 'ŋ']",0.57
878,"['d', 'h']",0.5
879,"['d', 'kʷ']",0.5
880,"['d', 'gʷ']",0.57
881,"['d', 'xʷ']",0.43
882,"['θ', 'ð']",0.86
883,"['θ', 'n']",0.71
884,"['θ', 's']",0.86
885,"['θ', 'z']",0.79
886,"['θ', 'c']",0.79
887,"['θ', 'č']",0.64
888,"['θ', 'ǰ']",0.57
889,"['θ', 'š']",0.71
890,"['θ', 'ž']",0.64
891,"['θ', 'k']",0.5
892,"['θ', 'g']",0.43
893,"['θ', 'x']",0.57
894,"['θ', 'ŋ']",0.43
895,"['θ', 'h']",0.64
896,"['θ', 'kʷ']",0.5
897,"['θ', 'gʷ']",0.43
898,"['θ', 'xʷ']",0.57
899,"['ð', 'n']",0.79
900,"['ð', 's']",0.79
901,"['ð', 'z']",0.86
902,"['ð', 'c']",0.71
903,"['ð', 'č']",0.57
904,"['ð', 'ǰ']",0.64
905,"['ð', 'š']",0.64
906,"['ð', 'ž']",0.71
907,"['ð', 'k']",0.43
908,"['ð', 'g']",0.5
909,"['ð', 'x']",0.5
910,"['ð', 'ŋ']",0.5
911,"['ð', 'h']",0.57
912,"['ð', 'kʷ']",0.43
913,"['ð', 'gʷ']",0.5
914,"['ð', 'xʷ']",0.5
915,"['n', 's']",0.64
916,"['n', 'z']",0.71
917,"['n', 'c']",0.71
918,"['n', 'č']",0.57
919,"['n', 'ǰ']",0.64
920,"['n', 'š']",0.5
921,"['n', 'ž']",0.57
922,"['n', 'k']",0.43
923,"['n', 'g']",0.5
924,"['n', 'x']",0.36
925,"['n', 'ŋ']",0.64
926,"['n', 'h']",0.43
927,"['n', 'kʷ']",0.43
928,"['n', 'gʷ']",0.5
929,"['n', 'xʷ']",0.36
930,"['s', 'z']",0.86
931,"['s', 'c']",0.86
932,"['s', 'č']",0.71
933,"['s', 'ǰ']",0.64
934,"['s', 'š']",0.79
935,"['s', 'ž']",0.71
936,"['s', 'k']",0.43
937,"['s', 'g']",0.36
938,"['s', 'x']",0.5
939,"['s', 'ŋ']",0.36
940,"['s', 'h']",0.57
941,"['s', 'kʷ']",0.43
942,"['s', 'gʷ']",0.36
943,"['s', 'xʷ']",0.5
944,"['z', 'c']",0.79
945,"['z', 'č']",0.64
946,"['z', 'ǰ']",0.71
947,"['z', 'š']",0.71
948,"['z', 'ž']",0.79
949,"['z', 'k']",0.36
950,"['z', 'g']",0.43
951,"['z', 'x']",0.43
952,"['z', 'ŋ']",0.43
953,"['z', 'h']",0.5
954,"['z', 'kʷ']",0.36
955,"['z', 'gʷ']",0.43
956,"['z', 'xʷ']",0.43
957,"['c', 'č']",0.79
958,"['c', 'ǰ']",0.71
959,"['c', 'š']",0.71
960,"['c', 'ž']",0.64
961,"['c', 'k']",0.5
962,"['c', 'g']",0.43
963,"['c', 'x']",0.43
964,"['c', 'ŋ']",0.43
965,"['c', 'h']",0.5
966,"['c', 'kʷ']",0.5
967,"['c', 'gʷ']",0.43
968,"['c', 'xʷ']",0.43
969,"['č', 'ǰ']",0.86
970,"['č', 'š']",0.86
971,"['č', 'ž']",0.79
972,"['č', 'k']",0.64
973,"['č', 'g']",0.57
974,"['č', 'x']",0.57
975,"['č', 'ŋ']",0.57
976,"['č', 'h']",0.5
977,"['č', 'kʷ']",0.64
978,"['č', 'gʷ']",0.57
979,"['č', 'xʷ']",0.57
980,"['ǰ', 'š']",0.79
981,"['ǰ', 'ž']",0.86
982,"['ǰ', 'k']",0.57
983,"['ǰ', 'g']",0.64
984,"['ǰ', 'x']",0.5
985,"['ǰ', 'ŋ']",0.64
986,"['ǰ', 'h']",0.43
987,"['ǰ', 'kʷ']",0.57
988,"['ǰ', 'gʷ']",0.64
989,"['ǰ', 'xʷ']",0.5
990,"['š', 'ž']",0.86
991,"['š', 'k']",0.57
992,"['š', 'g']",0.5
993,"['š', 'x']",0.64
994,"['š', 'ŋ']",0.5
995,"['š', 'h']",0.57
996,"['š', 'kʷ']",0.57
997,"['š', 'gʷ']",0.5
998,"['š', 'xʷ']",0.64
999,"['ž', 'k']",0.5
1000,"['ž', 'g']",0.57
1001,"['ž', 'x']",0.57
1002,"['ž', 'ŋ']",0.57
1003,"['ž', 'h']",0.5
1004,"['ž', 'kʷ']",0.5
1005,"['ž', 'gʷ']",0.57
1006,"['ž', 'xʷ']",0.57
1007,"['k', 'g']",0.86
1008,"['k', 'x']",0.86
1009,"['k', 'ŋ']",0.71
1010,"['k', 'h']",0.5
1011,"['k', 'kʷ']",0.86
1012,"['k', 'gʷ']",0.79
1013,"['k', 'xʷ']",0.79
1014,"['g', 'x']",0.79
1015,"['g', 'ŋ']",0.79
1016,"['g', 'h']",0.43
1017,"['g', 'kʷ']",0.79
1018,"['g', 'gʷ']",0.86
1019,"['g', 'xʷ']",0.71
1020,"['x', 'ŋ']",0.64
1021,"['x', 'h']",0.57
1022,"['x', 'kʷ']",0.79
1023,"['x', 'gʷ']",0.71
1024,"['x', 'xʷ']",0.86
1025,"['ŋ', 'h']",0.43
1026,"['ŋ', 'kʷ']",0.71
1027,"['ŋ', 'gʷ']",0.79
1028,"['ŋ', 'xʷ']",0.64
1029,"['h', 'kʷ']",0.5
1030,"['h', 'gʷ']",0.43
1031,"['h', 'xʷ']",0.57
1032,"['kʷ', 'gʷ']",0.86
1033,"['kʷ', 'xʷ']",0.86
1034,"['gʷ', 'xʷ']",0.79
